subject,subject_alias,experiment,original_experiment,session,original_session,session_log,session_json,session_jsonl,median_beep_time,log_type
R1421M,R1421M,catFR1,X,0,-999,False,True,False,0.0,json
R1421M,R1421M,catFR1,X,1,-999,False,True,False,0.0,json
R1422T,R1422T,FR1,X,0,-999,True,False,False,0.03075,log
R1422T,R1422T,FR1,X,1,-999,True,False,False,0.0341,log
R1422T,R1422T,catFR1,X,0,-999,False,True,False,0.0,json
R1423E,R1423E,FR1,X,0,-999,False,True,False,0.0,json
R1423E,R1423E,catFR1,X,0,-999,False,True,False,0.0,json
R1425D,R1425D,FR1,X,0,-999,True,False,False,0.0,log
R1425D,R1425D,FR1,X,1,-999,True,False,False,0.0,log
R1425D,R1425D,FR1,X,2,-999,True,False,False,0.0,log
R1425D,R1425D,TICL_FR,X,0,-999,False,True,False,0.0,json
R1425D,R1425D,TICL_FR,X,3,-999,False,True,False,0.0,json
R1425D,R1425D,TICL_FR,X,7,-999,False,True,False,0.0,json
R1426N,R1426N,catFR1,X,0,-999,False,True,False,0.0,json
R1426N,R1426N,catFR1,X,1,-999,False,True,False,0.0,json
R1427T,R1427T,FR1,X,0,-999,False,True,False,0.0,json
R1427T,R1427T,FR1,X,1,-999,False,True,False,0.0,json
R1427T,R1427T,FR1,X,2,-999,False,True,False,0.0,json
R1427T,R1427T,TICL_FR,X,0,-999,False,True,False,0.0,json
R1427T,R1427T,catFR1,X,0,-999,False,True,False,0.0,json
R1428T,R1428T,FR1,X,0,-999,False,True,False,0.0,json
R1431J,R1431J,FR1,X,0,-999,False,True,False,0.0,json
R1433E,R1433E,FR1,X,0,-999,False,True,False,0.0,json
R1433E,R1433E,catFR1,X,0,-999,False,True,False,0.0,json
R1436J,R1436J,FR1,X,1,-999,False,True,False,0.0,json
R1436J,R1436J,catFR1,X,6,-999,False,True,False,0.0,json
R1438M,R1438M,FR1,X,1,-999,False,True,False,0.0,json
R1441T,R1441T,FR1,X,0,-999,False,True,False,0.0,json
R1441T,R1441T,FR1,X,1,-999,False,True,False,0.0,json
R1441T,R1441T,FR1,X,2,-999,False,True,False,0.0,json
R1441T,R1441T,catFR1,X,0,-999,False,True,False,0.0,json
R1441T,R1441T,catFR1,X,1,-999,False,True,False,0.0,json
R1441T,R1441T,catFR5,X,0,-999,True,False,False,0.0,log
R1443D,R1443D,FR1,X,4,-999,False,True,False,0.0,json
R1443D,R1443D,FR1,X,5,-999,False,True,False,0.0,json
R1443D,R1443D,catFR1,X,2,-999,False,True,False,0.0,json
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,False,True,False,0.0,json
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,False,True,False,0.0,json
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,False,True,False,0.0,json
R1444D,R1444D,catFR1,X,1,-999,False,True,False,0.0,json
R1444D,R1444D,catFR1,X,2,-999,False,True,False,0.0,json
R1444D,R1444D,catFR1,X,3,-999,False,True,False,0.0,json
R1445E,R1445E,catFR1,X,0,-999,False,True,False,0.0,json
R1446T,R1446T,FR1,X,0,-999,False,True,False,0.0,json
R1447M,R1447M,FR1,X,1,-999,False,True,False,0.0,json
R1447M,R1447M,catFR1,X,0,-999,False,True,False,0.0,json
R1448T,R1448T,FR1,X,0,-999,False,True,False,0.0,json
R1448T,R1448T,catFR1,X,0,-999,False,True,False,0.0,json
R1449T,R1449T,FR1,X,0,-999,False,True,False,0.0,json
R1449T,R1449T,FR1,X,1,-999,False,True,False,0.0,json
R1449T,R1449T,catFR1,X,0,-999,False,True,False,0.0,json
R1449T,R1449T,catFR1,X,1,-999,False,True,False,0.0,json
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,False,True,False,0.0,json
R1450D,R1450D,catFR1,X,1,-999,False,True,False,0.0,json
R1450D,R1450D,catFR1,X,3,-999,False,True,False,0.0,json
R1450D,R1450D,catFR1,X,4,-999,False,True,False,0.0,json
R1454M,R1454M,FR1,X,0,-999,False,True,False,0.0,json
R1454M,R1454M,catFR1,X,0,-999,False,True,False,0.0,json
R1456D,R1456D,catFR1,X,0,-999,False,True,False,0.0,json
R1456D,R1456D,catFR1,X,1,-999,False,True,False,0.0,json
R1456D,R1456D,catFR1,X,2,-999,False,True,False,0.0,json
R1456D,R1456D,catFR1,X,3,-999,False,True,False,0.0,json
R1456D,R1456D,catFR6,CatFR6,0,-999,False,True,False,0.0,json
R1457T,R1457T,FR1,X,0,-999,False,True,False,0.0,json
R1457T,R1457T,FR1,X,1,-999,False,True,False,0.0,json
R1457T,R1457T,catFR1,X,0,-999,False,True,False,0.0,json
R1459M,R1459M,FR1,X,0,-999,False,True,False,0.0,json
R1459M,R1459M,FR1,X,6,-999,False,True,False,0.0,json
R1459M,R1459M,catFR1,X,1,-999,False,True,False,0.0,json
R1460M,R1460M,FR1,X,0,-999,False,True,False,0.0,json
R1461T,R1461T,FR1,X,0,-999,False,True,False,0.0,json
R1461T,R1461T,catFR1,X,0,-999,False,True,False,0.0,json
R1461T,R1461T,catFR1,X,1,-999,False,True,False,0.0,json
R1461T,R1461T,catFR6,X,1,-999,False,True,False,0.0,json
R1461T,R1461T,catFR6,X,2,-999,False,True,False,0.0,json
R1461T,R1461T,catFR6,X,3,-999,False,True,False,0.0,json
R1462M,R1462M,FR1,X,0,-999,False,True,False,0.0,json
R1462M,R1462M,catFR1,X,0,-999,False,True,False,0.0,json
R1463E,R1463E,FR6,X,0,-999,False,True,False,0.0,json
R1463E,R1463E_1,FR1,X,0,0,False,True,False,0.0,json
R1463E,R1463E_1,FR1,X,1,1,False,True,False,0.0,json
R1463E,R1463E_1,FR6,X,1,1,False,True,False,0.0,json
R1463E,R1463E_1,catFR1,X,0,0,False,True,False,0.0,json
R1463E,R1463E_1,catFR1,X,1,1,False,True,False,0.0,json
R1463E,R1463E_1,catFR6,X,1,1,False,True,False,0.0,json
R1465D,R1465D,TICL_catFR,TICL_CatFR,1,-999,False,True,False,0.0,json
R1465D,R1465D,catFR1,X,0,-999,False,True,False,0.0,json
R1465D,R1465D,catFR1,X,1,-999,False,True,False,0.0,json
R1465D,R1465D,catFR1,X,2,-999,False,True,False,0.0,json
R1465D,R1465D,catFR1,X,3,-999,False,True,False,0.0,json
R1465D,R1465D,catFR5,X,0,-999,True,False,False,0.0,log
R1466J,R1466J,FR1,X,0,-999,False,True,False,0.0,json
R1466J,R1466J,FR6,X,1,-999,False,True,False,0.0021,json
R1466J,R1466J,catFR1,X,0,-999,False,True,False,0.0016,json
R1467M,R1467M,FR1,X,0,-999,False,True,False,0.0,json
R1467M,R1467M,catFR1,X,0,-999,False,True,False,0.0,json
R1468J,R1468J,catFR1,X,1,-999,False,True,False,0.0,json
R1468J,R1468J,catFR1,X,2,-999,False,True,False,0.0,json
R1468J,R1468J,catFR1,X,3,-999,False,True,False,0.0,json
R1468J,R1468J,catFR1,X,5,-999,False,True,False,0.0,json
R1468J,R1468J_1,catFR1,X,6,6,False,True,False,0.0,json
R1468J,R1468J_1,catFR1,X,7,7,False,True,False,0.0,json
R1468J,R1468J_1,catFR1,X,8,8,False,True,False,0.0,json
R1469D,R1469D,catFR1,X,1,-999,False,True,False,0.0,json
R1469D,R1469D,catFR1,X,3,-999,False,True,False,0.0,json
R1469D,R1469D,catFR1,X,4,-999,False,True,False,0.0,json
R1472T,R1472T,catFR1,X,0,-999,False,True,False,0.0,json
R1472T,R1472T,catFR1,X,1,-999,False,True,False,0.0,json
R1473J,R1473J,catFR1,X,0,-999,False,True,False,0.0,json
R1473J,R1473J,catFR1,X,2,-999,False,True,False,0.0,json
R1474T,R1474T,catFR1,X,0,-999,False,True,False,0.0,json
R1474T,R1474T,catFR1,X,1,-999,False,True,False,0.0,json
R1474T,R1474T,catFR1,X,2,-999,False,True,False,0.0,json
R1474T,R1474T,catFR6,CatFR6,0,-999,False,True,False,0.0,json
R1475J,R1475J,PS4_catFR5,PS4_CatFR5,1,1,False,True,False,0.0,json
R1475J,R1475J,catFR1,X,0,-999,False,True,False,0.0,json
R1475J,R1475J,catFR1,X,1,-999,False,True,False,0.0,json
R1475J,R1475J,catFR1,X,2,-999,False,True,False,0.0,json
R1476J,R1476J,PS4_catFR5,PS4_CatFR5,1,1,False,True,False,0.0,json
R1476J,R1476J,PS4_catFR5,PS4_CatFR5,2,2,False,True,False,0.0,json
R1476J,R1476J,PS4_catFR5,PS4_CatFR5,4,4,False,True,False,0.0,json
R1476J,R1476J,catFR1,X,0,-999,False,True,False,0.0,json
R1476J,R1476J,catFR1,X,1,-999,False,True,False,0.0,json
R1476J,R1476J,catFR1,X,2,-999,False,True,False,0.0,json
R1476J,R1476J,catFR1,X,3,-999,False,True,False,0.0,json
R1476J,R1476J,catFR1,X,4,-999,False,True,False,0.0,json
R1477J,R1477J,catFR1,X,0,-999,False,True,False,0.0,json
R1477J,R1477J,catFR1,X,1,-999,False,True,False,0.0,json
R1477J,R1477J,catFR1,X,2,-999,False,True,False,0.0,json
R1477J,R1477J,catFR1,X,3,-999,False,True,False,0.0,json
R1477J,R1477J,catFR1,X,4,-999,False,True,False,0.0,json
R1477J,R1477J,catFR1,X,5,-999,False,True,False,0.0,json
R1477J,R1477J,catFR5,X,0,-999,True,False,False,0.0,log
R1478T,R1478T,catFR1,X,0,-999,False,True,False,0.0,json
R1478T,R1478T,catFR1,X,1,-999,False,True,False,0.0,json
R1482J,R1482J,catFR1,X,0,-999,False,True,False,0.0,json
R1482J,R1482J,catFR1,X,1,-999,False,True,False,0.0,json
R1482J,R1482J,catFR1,X,2,-999,False,True,False,0.0,json
R1484T,R1484T,catFR1,X,0,-999,False,True,False,0.0,json
R1484T,R1484T,catFR1,X,1,-999,False,True,False,0.0,json
R1485J,R1485J,catFR1,X,0,-999,False,True,False,0.0,json
R1485J,R1485J,catFR1,X,1,-999,False,True,False,0.0,json
R1485J,R1485J,catFR1,X,2,-999,False,True,False,0.0,json
R1485J,R1485J,catFR1,X,3,-999,False,True,False,0.0,json
R1486J,R1486J,catFR1,X,0,-999,False,True,False,0.0,json
R1486J,R1486J,catFR1,X,1,-999,False,True,False,0.0,json
R1486J,R1486J,catFR1,X,2,-999,False,True,False,0.0,json
R1486J,R1486J,catFR1,X,3,-999,False,True,False,0.0,json
R1486J,R1486J_1,catFR1,X,4,0,False,True,False,0.0,json
R1486J,R1486J_1,catFR1,X,5,1,False,True,False,0.0,json
R1486J,R1486J_1,catFR1,X,6,2,False,True,False,0.0,json
R1486J,R1486J_1,catFR1,X,7,3,False,True,False,0.0,json
R1487T,R1487T,catFR1,X,0,-999,False,True,False,0.0,json
R1487T,R1487T,catFR1,X,1,-999,False,True,False,0.0,json
R1487T,R1487T,catFR1,X,2,-999,False,True,False,0.0,json
R1487T,R1487T,catFR5,X,0,-999,True,False,False,0.0,log
R1487T,R1487T,catFR5,X,1,-999,True,False,False,0.0,log
R1488T,R1488T,catFR1,X,0,-999,False,True,False,0.0,json
R1488T,R1488T,catFR1,X,2,-999,False,True,False,0.0,json
R1488T,R1488T,catFR1,X,3,-999,False,True,False,0.0,json
R1488T,R1488T,catFR5,X,0,-999,True,False,False,0.0,log
R1489E,R1489E,catFR1,X,1,-999,False,True,False,0.0,json
R1489E,R1489E,catFR1,X,2,-999,False,True,False,0.0,json
R1489E,R1489E,catFR1,X,3,-999,False,True,False,0.0,json
R1489E,R1489E,catFR1,X,4,-999,False,True,False,0.0,json
R1489E,R1489E,catFR5,X,2,-999,True,False,False,0.0,log
R1489E,R1489E,catFR5,X,3,-999,True,False,False,0.0,log
R1490T,R1490T,catFR1,X,0,-999,False,True,False,0.0,json
R1490T,R1490T,catFR1,X,1,-999,False,True,False,0.0,json
R1490T,R1490T,catFR1,X,2,-999,False,True,False,0.0,json
R1491T,R1491T,catFR1,X,0,-999,False,True,False,0.0,json
R1491T,R1491T,catFR1,X,1,-999,False,True,False,0.0,json
R1491T,R1491T,catFR1,X,2,-999,False,True,False,0.0,json
R1491T,R1491T,catFR1,X,3,-999,False,True,False,0.0,json
R1491T,R1491T,catFR1,X,4,-999,False,True,False,0.0,json
R1491T,R1491T,catFR1,X,5,-999,False,True,False,0.0,json
R1491T,R1491T,catFR5,X,0,-999,True,False,False,0.0,log
R1492J,R1492J,catFR1,X,0,-999,False,True,False,0.0,json
R1492J,R1492J,catFR1,X,1,-999,False,True,False,0.0,json
R1492J,R1492J,catFR1,X,2,-999,False,True,False,0.0,json
R1492J,R1492J,catFR1,X,4,-999,False,True,False,0.0,json
R1493T,R1493T,catFR1,X,0,-999,False,True,False,0.0,json
R1493T,R1493T,catFR1,X,1,-999,False,True,False,0.0,json
R1493T,R1493T,catFR1,X,3,-999,False,True,False,0.0,json
R1493T,R1493T,catFR1,X,4,-999,False,True,False,0.0,json
R1493T,R1493T,catFR6,CatFR6,1,-999,False,True,False,0.0,json
R1493T,R1493T,catFR6,CatFR6,2,-999,False,True,False,0.0,json
R1494D,R1494D,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1494D,R1494D,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1494D,R1494D,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1495J,R1495J,catFR1,X,0,-999,False,True,False,0.0,json
R1495J,R1495J,catFR1,X,1,-999,False,True,False,0.0005,json
R1495J,R1495J,catFR1,X,2,-999,False,True,False,0.0,json
R1495J,R1495J,catFR1,X,4,-999,False,True,False,0.0,json
R1495J,R1495J,catFR1,X,5,-999,False,True,False,0.0,json
R1495J,R1495J,catFR1,X,6,-999,False,True,False,0.0,json
R1495J,R1495J,catFR1,X,8,-999,False,True,False,0.0,json
R1495J,R1495J,catFR1,X,10,-999,False,True,False,5e-05,json
R1495J,R1495J,catFR6,CatFR6,0,-999,False,True,False,0.0,json
R1495J,R1495J,catFR6,CatFR6,2,-999,False,True,False,0.0,json
R1496T,R1496T,catFR1,X,0,-999,False,True,False,0.0,json
R1496T,R1496T,catFR1,X,1,-999,False,True,False,0.0,json
R1497T,R1497T,catFR1,X,0,-999,False,True,False,0.0,json
R1497T,R1497T,catFR1,X,1,-999,False,True,False,0.0,json
R1497T,R1497T,catFR1,X,2,-999,False,True,False,0.0,json
R1497T,R1497T,catFR1,X,3,-999,False,True,False,0.0,json
R1497T,R1497T,catFR1,X,4,-999,False,True,False,0.0,json
R1497T,R1497T,catFR6,CatFR6,0,-999,False,True,False,0.0,json
R1498D,R1498D,catFR1,X,1,-999,False,True,False,0.0,json
R1498D,R1498D,catFR1,X,2,-999,False,True,False,0.0,json
R1498D,R1498D,catFR1,X,4,-999,False,True,False,0.0,json
R1498D,R1498D,catFR1,X,5,-999,False,True,False,0.0,json
R1498D,R1498D,catFR5,X,0,-999,True,False,False,0.0,log
R1499T,R1499T,catFR1,X,0,-999,False,True,False,0.0,json
R1499T,R1499T,catFR1,X,1,-999,False,True,False,0.0,json
R1499T,R1499T,catFR1,X,2,-999,False,True,False,0.0,json
R1499T,R1499T,catFR1,X,4,-999,False,True,False,0.0,json
R1500T,R1500T,CatFR6,X,0,-999,False,True,False,0.0,json
R1500T,R1500T,catFR1,X,0,-999,False,True,False,0.0,json
R1500T,R1500T,catFR1,X,1,-999,False,True,False,0.0,json
R1500T,R1500T,catFR1,X,2,-999,False,True,False,0.0,json
R1500T,R1500T,catFR1,X,3,-999,False,True,False,0.0,json
R1500T,R1500T,catFR6,X,0,-999,False,True,False,0.0,json
R1500T,R1500T,catFR6,X,1,-999,False,True,False,0.0,json
R1501J,R1501J,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1501J,R1501J,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1501J,R1501J,RepFR1,X,0,-999,False,False,True,0.0,jsonl
R1501J,R1501J,RepFR1,X,1,-999,False,False,True,0.0,jsonl
R1501J,R1501J,RepFR1,X,2,-999,False,False,True,0.0,jsonl
R1501J,R1501J,TICL_catFR,TICL_CatFR,0,-999,False,True,False,0.0,json
R1501J,R1501J,catFR1,X,6,-999,False,True,False,0.0,json
R1501J,R1501J,catFR1,X,8,-999,False,True,False,0.0,json
R1502D,R1502D,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1502D,R1502D,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1503E,R1503E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1503E,R1503E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1503E,R1503E,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1504E,R1504E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1505J,R1505J,catFR1,X,0,-999,False,True,False,0.0,json
R1505J,R1505J,catFR1,X,1,-999,False,True,False,0.0,json
R1509E,R1509E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1509E,R1509E,DBOY1,X,1,-999,False,False,True,0.00025,jsonl
R1509E,R1509E,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1509E,R1509E,DBOY1,X,3,-999,False,False,True,0.0,jsonl
R1509E,R1509E,DBOY1,X,4,-999,False,False,True,0.0004,jsonl
R1509E,R1509E,DBOY1,X,5,-999,False,False,True,0.0,jsonl
R1513D,R1513D,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1514E,R1514E,RepFR1,X,0,-999,False,False,True,0.0,jsonl
R1515T,R1515T,TICL_catFR,TICL_CatFR,0,-999,False,True,False,0.0,json
R1515T,R1515T,catFR1,X,0,-999,False,True,False,0.0,json
R1515T,R1515T,catFR1,X,1,-999,False,True,False,0.0,json
R1515T,R1515T,catFR1,X,2,-999,False,True,False,0.0,json
R1515T,R1515T,catFR1,X,3,-999,False,True,False,0.0,json
R1516E,R1516E,RepFR1,X,0,-999,False,False,True,0.0,jsonl
R1516E,R1516E_1,RepFR1,X,1,0,False,False,True,0.0,jsonl
R1518T,R1518T,catFR1,X,0,-999,False,True,False,0.0,json
R1518T,R1518T,catFR1,X,1,-999,False,True,False,0.0,json
R1518T,R1518T,catFR1,X,2,-999,False,True,False,0.0,json
R1520T,R1520T,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1521E,R1521E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1521E,R1521E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1521E,R1521E,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1523E,R1523E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1523E,R1523E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1524T,R1524T,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1524T,R1524T,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1524T,R1524T,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1525J,R1525J,TICL_catFR,TICL_CatFR,1,-999,False,True,False,0.0,json
R1525J,R1525J,catFR1,X,0,-999,False,True,False,0.0497,json
R1525J,R1525J,catFR1,X,2,-999,False,True,False,0.0513,json
R1525J,R1525J,catFR1,X,3,-999,False,True,False,0.050850000000000006,json
R1525J,R1525J,catFR1,X,4,-999,False,True,False,0.051199999999999996,json
R1525J,R1525J,catFR1,X,5,-999,False,True,False,0.0585,json
R1525J,R1525J,catFR1,X,6,-999,False,True,False,0.054150000000000004,json
R1526J,R1526J,DBOY1,X,3,-999,False,False,True,0.0,jsonl
R1526J,R1526J,DBOY1,X,5,-999,False,False,True,0.0,jsonl
R1526J,R1526J,DBOY1,X,6,-999,False,False,True,0.00235,jsonl
R1526J,R1526J,DBOY1,X,7,-999,False,False,True,0.0,jsonl
R1526J,R1526J,catFR1,X,0,-999,False,True,False,0.0631,json
R1527J,R1527J,TICL_catFR,TICL_CatFR,1,-999,False,True,False,0.0,json
R1527J,R1527J,catFR1,X,0,-999,False,True,False,0.05865,json
R1527J,R1527J,catFR1,X,1,-999,False,True,False,0.0494,json
R1527J,R1527J,catFR1,X,2,-999,False,True,False,0.05685,json
R1527J,R1527J,catFR1,X,3,-999,False,True,False,0.0561,json
R1527J,R1527J,catFR1,X,4,-999,False,True,False,0.05265,json
R1527J,R1527J,catFR1,X,5,-999,False,True,False,0.054,json
R1528E,R1528E,RepFR1,X,0,-999,False,False,True,0.04635,jsonl
R1528E,R1528E,RepFR1,X,1,-999,False,False,True,0.055099999999999996,jsonl
R1529T,R1529T,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1529T,R1529T,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1530J,R1530J,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1530J,R1530J,catFR1,X,0,-999,False,True,False,0.07665,json
R1530J,R1530J,catFR1,X,1,-999,False,True,False,0.05915,json
R1530J,R1530J,catFR1,X,2,-999,False,True,False,0.0479,json
R1530J,R1530J,catFR1,X,3,-999,False,True,False,0.0567,json
R1530J,R1530J,catFR1,X,4,-999,False,True,False,0.0636,json
R1530J,R1530J,catFR1,X,6,-999,False,True,False,0.06125,json
R1531T,R1531T,RepFR1,X,0,-999,False,False,True,0.0339,jsonl
R1531T,R1531T,RepFR1,X,1,-999,False,False,True,0.0632,jsonl
R1532T,R1532T,DBOY1,X,3,-999,False,False,True,0.0,jsonl
R1532T,R1532T,catFR1,X,0,-999,False,True,False,0.055749999999999994,json
R1532T,R1532T,catFR1,X,1,-999,False,True,False,0.0586,json
R1533J,R1533J,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1533J,R1533J,catFR1,X,0,-999,False,True,False,0.04505,json
R1534D,R1534D,RepFR1,X,0,-999,False,False,True,0.06935,jsonl
R1535E,R1535E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1536J,R1536J,DBOY1,X,0,-999,False,False,True,0.00055,jsonl
R1536J,R1536J,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1536J,R1536J,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1536J,R1536J,DBOY1,X,3,-999,False,False,True,0.0014,jsonl
R1536J,R1536J,DBOY1,X,4,-999,False,False,True,0.0,jsonl
R1536J,R1536J,TICL_catFR,TICL_CatFR,2,-999,False,True,False,0.0,json
R1536J,R1536J,catFR1,X,0,-999,False,True,False,0.0559,json
R1536J,R1536J,catFR1,X,1,-999,False,True,False,0.06205,json
R1536J,R1536J,catFR1,X,2,-999,False,True,False,0.059649999999999995,json
R1536J,R1536J,catFR1,X,3,-999,False,True,False,0.04545,json
R1537T,R1537T,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1537T,R1537T,DBOY1,X,1,-999,False,False,True,0.03285,jsonl
R1537T,R1537T,catFR1,X,0,-999,False,True,False,0.05495,json
R1538E,R1538E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1538E,R1538E,DBOY1,X,1,-999,False,False,True,0.00045,jsonl
R1539E,R1539E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1539E,R1539E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1541T,R1541T,catFR1,X,0,-999,False,True,False,0.07565,json
R1541T,R1541T,catFR1,X,1,-999,False,True,False,0.08325,json
R1541T,R1541T,catFR1,X,2,-999,False,True,False,0.06585,json
R1541T,R1541T,catFR1,X,3,-999,False,True,False,0.06509999999999999,json
R1541T,R1541T,catFR1,X,4,-999,False,True,False,0.06555,json
R1541T,R1541T,catFR1,X,6,-999,False,True,False,0.08195,json
R1542J,R1542J,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1542J,R1542J,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1542J,R1542J,FR1,X,0,-999,False,True,False,0.053250000000000006,json
R1542J,R1542J,FR1,X,1,-999,False,True,False,0.0656,json
R1542J,R1542J,FR1,X,2,-999,False,True,False,0.04975,json
R1542J,R1542J,FR1,X,3,-999,False,True,False,0.05455,json
R1542J,R1542J,FR1,X,4,-999,False,True,False,0.05585,json
R1542J,R1542J,FR1,X,5,-999,False,True,False,0.05105,json
R1542J,R1542J,TICL_FR,X,0,-999,False,True,False,0.0,json
R1542J,R1542J,TICL_FR,X,1,-999,False,True,False,0.0,json
R1542J,R1542J,TICL_FR,X,2,-999,False,True,False,0.0,json
R1542J,R1542J,catFR1,X,0,-999,False,True,False,0.053500000000000006,json
R1542J,R1542J,catFR1,X,1,-999,False,True,False,0.04985,json
R1543E,R1543E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1543E,R1543E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1543E,R1543E,DBOY1,X,2,-999,False,False,True,0.00035,jsonl
R1543E,R1543E,DBOY1,X,3,-999,False,False,True,0.00045,jsonl
R1544E,R1544E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1544E,R1544E,DBOY1,X,1,-999,False,False,True,0.0017,jsonl
R1546E,R1546E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1546E,R1546E,DBOY1,X,1,-999,False,False,True,0.0006,jsonl
R1546E,R1546E,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1547D,R1547D,RepFR1,X,0,-999,False,False,True,0.06205,jsonl
R1549E,R1549E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1551T,R1551T,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1551T,R1551T,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1551T,R1551T,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1551T,R1551T,DBOY1,X,3,-999,False,False,True,0.0011,jsonl
R1552E,R1552E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1552E,R1552E,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1553E,R1553E,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1554T,R1554T,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1554T,R1554T,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1556J,R1556J,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1556J,R1556J,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1556J,R1556J,RepFR1,X,0,-999,False,False,True,0.0695,jsonl
R1556J,R1556J,RepFR1,X,1,-999,False,False,True,0.06315000000000001,jsonl
R1556J,R1556J,RepFR1,X,2,-999,False,False,True,0.058300000000000005,jsonl
R1556J,R1556J_1,RepFR1,X,3,0,False,False,True,0.0412,jsonl
R1556J,R1556J_1,RepFR1,X,4,1,False,False,True,0.0504,jsonl
R1556J,R1556J_1,RepFR2,X,0,-999,False,False,True,0.0526,jsonl
R1560T,R1560T,DBOY1,X,2,-999,False,False,True,0.0,jsonl
R1561E,R1561E,DBOY1,X,0,-999,False,False,True,0.00165,jsonl
R1561E,R1561E,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1564J,R1564J,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1564J,R1564J,RepFR1,X,1,-999,False,False,True,0.05635,jsonl
R1564J,R1564J,RepFR1,X,2,-999,False,False,True,0.07375000000000001,jsonl
R1565T,R1565T,DBOY1,X,0,-999,False,False,True,0.0365,jsonl
R1565T,R1565T,FR1,X,0,-999,True,False,False,0.02465,log
R1566D,R1566D,RepFR1,X,1,-999,False,False,True,0.0727,jsonl
R1566D,R1566D,RepFR1,X,3,-999,False,False,True,0.0663,jsonl
R1566D,R1566D,RepFR1,X,4,-999,False,False,True,0.0615,jsonl
R1567T,R1567T,DBOY1,X,0,-999,False,False,True,0.0,jsonl
R1567T,R1567T,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1568E,R1568E,RepFR1,X,0,-999,False,False,True,0.0574,jsonl
R1568E,R1568E,RepFR1,X,1,-999,False,False,True,0.060200000000000004,jsonl
R1569T,R1569T,DBOY1,X,0,-999,False,False,True,0.0142,jsonl
R1569T,R1569T,DBOY1,X,1,-999,False,False,True,0.0,jsonl
R1569T,R1569T,FR1,X,0,-999,True,False,False,0.02175,log
R1570T,R1570T,DBOY1,X,0,-999,False,False,True,0.025599999999999998,jsonl
